diff,msg,isGood
mmm a / source / net / yacy / crawler / CrawlSwitchboard . java <nl> ppp b / source / net / yacy / crawler / CrawlSwitchboard . java <nl> public final class CrawlSwitchboard { <nl> static { <nl> DEFAULT_PROFILES . add ( CRAWL_PROFILE_AUTOCRAWL_DEEP ) ; <nl> DEFAULT_PROFILES . add ( CRAWL_PROFILE_AUTOCRAWL_SHALLOW ) ; <nl> + DEFAULT_PROFILES . add ( CRAWL_PROFILE_RECRAWL_JOB ) ; <nl> DEFAULT_PROFILES . add ( CRAWL_PROFILE_PROXY ) ; <nl> DEFAULT_PROFILES . add ( CRAWL_PROFILE_REMOTE ) ; <nl> DEFAULT_PROFILES . add ( CRAWL_PROFILE_SNIPPET_LOCAL_TEXT ) ;,Added new recrawl job profile to the list of default crawl profiles,0
mmm a / runelite - client / src / main / java / net / runelite / client / chat / ChatCommandManager . java <nl> ppp b / runelite - client / src / main / java / net / runelite / client / chat / ChatCommandManager . java <nl> public class ChatCommandManager implements ChatboxInputListener <nl> case MODCHAT : <nl> case FRIENDSCHAT : <nl> case PRIVATECHAT : <nl> + case MODPRIVATECHAT : <nl> case PRIVATECHATOUT : <nl> break ; <nl> default :,Add MODPRIVATECHAT to chat command manager .,0
mmm a / src / main / java / water / util / TimelineSnapshot . java <nl> ppp b / src / main / java / water / util / TimelineSnapshot . java <nl> public final class TimelineSnapshot implements <nl> break ; <nl> case ack : <nl> case ackack : <nl> + case fetchack : <nl> case exec : <nl> case heartbeat : <nl> / / compare 3 ctrl bytes + 4 bytes task #,Updated Timeline to handle fetchack message type .,1
"mmm a / boxing / src / test / java / com / bilibili / boxing / PickerUtilTest . java <nl> ppp b / boxing / src / test / java / com / bilibili / boxing / PickerUtilTest . java <nl> public class PickerUtilTest { <nl> boolean hasFile = BoxingFileHelper . createFile ( "" / "" ) ; <nl> assertTrue ( hasFile ) ; <nl> <nl> - boolean hasFile1 = BoxingFileHelper . createFile ( "" / hha "" ) ; <nl> - assertTrue ( hasFile1 ) ; <nl> } <nl> <nl> @ Test",remove weird unit test for travis,0
"mmm a / transport / src / main / java / io / zeebe / transport / impl / ServerSocketBinding . java <nl> ppp b / transport / src / main / java / io / zeebe / transport / impl / ServerSocketBinding . java <nl> public class ServerSocketBinding <nl> } <nl> catch ( IOException e ) <nl> { <nl> - throw new RuntimeException ( e ) ; <nl> + throw new RuntimeException ( "" Failed to bind to address : "" + bindAddress , e ) ; <nl> } <nl> }",add address to exception message,0
mmm a / src / com / android / launcher3 / AppInfo . java <nl> ppp b / src / com / android / launcher3 / AppInfo . java <nl> public class AppInfo extends ItemInfoWithIcon { <nl> public int isDisabled = ShortcutInfo . DEFAULT ; <nl> <nl> public AppInfo ( ) { <nl> - itemType = LauncherSettings . BaseLauncherColumns . ITEM_TYPE_SHORTCUT ; <nl> + itemType = LauncherSettings . Favorites . ITEM_TYPE_APPLICATION ; <nl> } <nl> <nl> @ Override,Setting AppInfo . itemType to ITEM_TYPE_APPLICATION per default .,0
mmm a / java / org / apache / naming / factory / ResourceLinkFactory . java <nl> ppp b / java / org / apache / naming / factory / ResourceLinkFactory . java <nl> public class ResourceLinkFactory <nl> * @ param newGlobalContext new global context value <nl> * / <nl> public static void setGlobalContext ( Context newGlobalContext ) { <nl> - if ( globalContext ! = null ) <nl> - return ; <nl> globalContext = newGlobalContext ; <nl> },Allow the global naming context to be reset .,0
mmm a / test / jdk / ProblemList - Xcomp . txt <nl> ppp b / test / jdk / ProblemList - Xcomp . txt <nl> <nl> <nl> java / lang / invoke / MethodHandles / CatchExceptionTest . java 8146623 generic - all <nl> java / util / stream / test / org / openjdk / tests / java / util / stream / StreamLinkTest . java 8216317 solaris - all <nl> + java / math / BigInteger / largeMemory / SymmetricRangeTests . java 8232840 generic - all,Add java / math / BigInteger / largeMemory / SymmetricRangeTests . java to ProblemList - Xcomp .,0
mmm NodeImpl . java <nl> ppp NodeImpl . java <nl> - import java . util . ArrayList ; <nl> - import java . util . HashMap ; <nl> - import java . util . List ; <nl> - import org . tron . core . net . message . BlockInventoryMessage ; <nl> - import org . tron . core . net . message . BlockMessage ; <nl> - import org . tron . core . net . message . FetchInvDataMessage ; <nl> - import org . tron . core . net . message . InventoryMessage ; <nl> - import <nl>,hashmap should be replace with concurrencthashmap because they be be modify by different thread,1
"mmm UDFInfo . java <nl> ppp UDFInfo . java <nl> - public UDFInfo() { <nl> + public UDFInfo() throws IOException { <nl> - return udfExecutableManager . processTakeSnapshot(snapshotDir) ; <nl> + return true ; <nl> - udfExecutableManager . processLoadSnapshot(snapshotDir) ; <nl> mmm ConfigNode . java <nl> ppp ConfigNode . java <nl> - import org . apache . iotdb . commons . udf . service . UDFExecutableManager ; <nl> - registerManager . register( <nl> - UDFExecutableManager . setupAndGetInstance(CONF . getTemporaryLibDir(), CONF . getUdfLibDir())) ; <nl> mmm ServiceType . java <nl> ppp ServiceType . java <nl> - UDF_EXECUTABLE_MANAGER_SERVICE(""UDF Executable Manager Service"", """"), <nl>",refactor udfexecutablemanager for new udf management,1
"mmm AdvancedTab . java <nl> ppp AdvancedTab . java <nl> + import com . jgoodies . forms . layout . * ; <nl> + import com . jgoodies . forms . factories . * ; <nl> + import com . jgoodies . forms . builder . * ; <nl> - GridBagLayout gbl = new GridBagLayout() ; <nl> - GridBagConstraints con = new GridBagConstraints() ; <nl> - setLayout(new BorderLayout()) ; <nl> - lnf . setLayout(gbl) ; <nl> - lnf . setBorder(BorderFactory . createTitledBorder <nl> - (BorderFactory . createEtchedBorder(),Globals . lang(""Look and feel""))) ; <nl> - con . gridwidth = GridBagConstraints <nl>",add block functionality with wait cursor to jabrefframe new french translation rework layout of advanced tab in prefs,1
"mmm a / server / src / main / java / com / orientechnologies / orient / server / security / ODefaultServerSecurity . java <nl> ppp b / server / src / main / java / com / orientechnologies / orient / server / security / ODefaultServerSecurity . java <nl> public class ODefaultServerSecurity implements OSecurityFactory , OServerLifecycl <nl> { <nl> try <nl> { <nl> - _CreateDefaultUsers = false ; <nl> - _StorePasswords = false ; <nl> + _CreateDefaultUsers = true ; <nl> + _StorePasswords = true ; <nl> <nl> if ( serverDoc ! = null ) <nl> {",Changed the default value of _CreateDefaultUsers in reloadServer ( ) to true .,0
mmm a / undertow / src / main / java / org / wildfly / extension / undertow / deployment / ServletResourceManager . java <nl> ppp b / undertow / src / main / java / org / wildfly / extension / undertow / deployment / ServletResourceManager . java <nl> public class ServletResourceManager implements ResourceManager { <nl> <nl> @ Override <nl> public boolean isResourceChangeListenerSupported ( ) { <nl> - return true ; <nl> + return false ; <nl> } <nl> <nl> @ Override,Disable watch service based file watching for now,0
"mmm a / src / com / google / javascript / jscomp / newtypes / JSTypeCreatorFromJSDoc . java <nl> ppp b / src / com / google / javascript / jscomp / newtypes / JSTypeCreatorFromJSDoc . java <nl> public final class JSTypeCreatorFromJSDoc { <nl> String errorMsg = implementedIntfs ? <nl> "" Cannot implement non - interface "" : <nl> "" Cannot extend non - interface "" ; <nl> - warn ( errorMsg , jsdoc . getAssociatedNode ( ) ) ; <nl> + warn ( errorMsg , expRoot ) ; <nl> } <nl> } <nl> }",Remove reference to getAssociatedNode in newtypes .,0
mmm a / presto - main / src / main / java / com / facebook / presto / sql / planner / ExpressionExtractor . java <nl> ppp b / presto - main / src / main / java / com / facebook / presto / sql / planner / ExpressionExtractor . java <nl> public class ExpressionExtractor <nl> return expressionsBuilder . build ( ) ; <nl> } <nl> <nl> + private ExpressionExtractor ( ) <nl> + { <nl> + } <nl> + <nl> private static class Visitor <nl> extends SimplePlanVisitor < ImmutableList . Builder < Expression > > <nl> {,Add private constructor for ExpressionExtract,0
mmm a / AnkiDroid / src / main / java / com / ichi2 / anki / NoteEditor . java <nl> ppp b / AnkiDroid / src / main / java / com / ichi2 / anki / NoteEditor . java <nl> public class NoteEditor extends AnkiActivity { <nl> <nl> <nl> mAedictIntent = false ; <nl> + mCurrentEditedCard = null ; <nl> <nl> switch ( mCaller ) { <nl> case CALLER_NOCALLER :,Set mCurrentEditedCard to null when no current card,0
mmm a / src / com / fsck / k9 / view / MessageHeader . java <nl> ppp b / src / com / fsck / k9 / view / MessageHeader . java <nl> public class MessageHeader extends LinearLayout <nl> <nl> public boolean additionalHeadersVisible ( ) <nl> { <nl> - if ( mAdditionalHeadersView . getVisibility ( ) = = View . VISIBLE ) <nl> + if ( mAdditionalHeadersView ! = null & & mAdditionalHeadersView . getVisibility ( ) = = View . VISIBLE ) <nl> { <nl> return true ; <nl> },Add null check in header view to prevent NPE .,1
"mmm a / library / lint . xml <nl> ppp b / library / lint . xml <nl> <nl> < lint > <nl> < issue id = "" MissingApplicationIcon "" severity = "" ignore "" / > <nl> < issue id = "" AllowBackup "" severity = "" ignore "" / > <nl> + < issue id = "" InlinedApi "" > <nl> + < ignore path = "" src / com / bumptech / glide / resize / cache / LruMemoryCache . java "" / > <nl> + < / issue > <nl> < / lint >",ignore inlined api for constants in LruMemoryCache,0
mmm PushbackInputStream . java <nl> ppp PushbackInputStream . java <nl> - public synchronized void close() throws IOException { <nl> - if (in == null) <nl> - return ; <nl> - in . close() ; <nl> - in = null ; <nl> - buf = null ; <nl> + public void close() throws IOException { <nl> + synchronized (this) { <nl> + waitIfClosing() ; <nl> + if (in == null) { <nl> + return ; <nl> + } <nl> + closing = true ; <nl> + } <nl> + try { <nl> + in . close() ; <nl> + } <nl>,temporary change to pushbackinputstream to avoid hold lock when closing,1
mmm a / src / main / java / com / alibaba / ttl / TtlEnhanced . java <nl> ppp b / src / main / java / com / alibaba / ttl / TtlEnhanced . java <nl> package com . alibaba . ttl ; <nl> * @ deprecated Use { @ link com . alibaba . ttl . spi . TtlEnhanced } instead . <nl> * / <nl> @ Deprecated <nl> - public interface TtlEnhanced { <nl> + public interface TtlEnhanced extends com . alibaba . ttl . spi . TtlEnhanced { <nl> },add missing extends for TtlEnhanced to ensure compatibility,1
"mmm a / xchange - bitmex / src / main / java / org / knowm / xchange / bitmex / dto / marketdata / BitmexPrivateOrder . java <nl> ppp b / xchange - bitmex / src / main / java / org / knowm / xchange / bitmex / dto / marketdata / BitmexPrivateOrder . java <nl> public class BitmexPrivateOrder { <nl> PartiallyFilled , <nl> Filled , <nl> Canceled , <nl> - Rejected <nl> + Rejected , <nl> + Replaced <nl> } <nl> }",added Replaced order status to BitmexPrivateOrder,0
mmm a / src / main / java / com / xtremelabs / robolectric / shadows / ShadowConfiguration . java <nl> ppp b / src / main / java / com / xtremelabs / robolectric / shadows / ShadowConfiguration . java <nl> public class ShadowConfiguration { <nl> <nl> @ RealObject <nl> private Configuration realConfiguration ; <nl> - <nl> + <nl> + public int screenLayout ; <nl> + public int touchscreen ; <nl> + public int orientation ; <nl> + <nl> @ Implementation <nl> public void setToDefaults ( ) { <nl> realConfiguration . screenLayout = Configuration . SCREENLAYOUT_LONG_NO |,"add ints to store orientation , screenLayout , touchscreen",0
mmm a / service / src / main / java / org / whispersystems / textsecuregcm / configuration / RedisClusterConfiguration . java <nl> ppp b / service / src / main / java / org / whispersystems / textsecuregcm / configuration / RedisClusterConfiguration . java <nl> public class RedisClusterConfiguration { <nl> <nl> @ JsonProperty <nl> @ NotNull <nl> - private Duration timeout = Duration . ofSeconds ( 3 ) ; <nl> + private Duration timeout = Duration . ofMillis ( 3_500 ) ; <nl> <nl> @ JsonProperty <nl> @ NotNull,"Extend Redis command timeout to 3 . 5 seconds to avoid TCP retransmission \"" coincidences . \""",1
mmm a / driver / src / main / org / mongodb / codecs / PrimitiveCodecs . java <nl> ppp b / driver / src / main / org / mongodb / codecs / PrimitiveCodecs . java <nl> public final class PrimitiveCodecs implements Codec < Object > { <nl> . otherEncoder ( new ShortCodec ( ) ) <nl> . otherEncoder ( new ByteCodec ( ) ) <nl> . otherEncoder ( new ByteArrayCodec ( ) ) <nl> + . otherEncoder ( new UUIDCodec ( ) ) <nl> . build ( ) ; <nl> },Added UUID Codec to PrimitiveCodecs,0
mmm a / src / main / java / org / tron / common / backup / BackupManager . java <nl> ppp b / src / main / java / org / tron / common / backup / BackupManager . java <nl> public class BackupManager implements EventHandler { <nl> <nl> private volatile long lastKeepAliveTime ; <nl> <nl> - private volatile long keepAliveTimeout = 3000 ; <nl> + private volatile long keepAliveTimeout = 30_000 ; <nl> <nl> private volatile boolean isInit = false ;,modify backup timeout to 30s,0
mmm a / src / main / java / com / xtremelabs / robolectric / shadows / ShadowView . java <nl> ppp b / src / main / java / com / xtremelabs / robolectric / shadows / ShadowView . java <nl> public class ShadowView { <nl> public void setOnFocusChangeListener ( View . OnFocusChangeListener listener ) { <nl> onFocusChangeListener = listener ; <nl> } <nl> + <nl> + @ Implementation <nl> + public View . OnFocusChangeListener getOnFocusChangeListener ( ) { <nl> + return onFocusChangeListener ; <nl> + } <nl> <nl> @ Implementation <nl> public void invalidate ( ) {,Added getOnFocusChangeListener method to ShadowView,0
"mmm a / src / main / groovy / lang / GroovyShell . java <nl> ppp b / src / main / groovy / lang / GroovyShell . java <nl> public class GroovyShell extends GroovyObjectSupport { <nl> / / ignore instaintiations errors , try to do main <nl> } <nl> if ( script ! = null ) { <nl> - System . err . println ( script ) ; <nl> script . setBinding ( context ) ; <nl> script . setProperty ( "" args "" , args ) ; <nl> return script . run ( ) ;",remove one more debug message output to system . err .,0
mmm a / java / server / src / org / openqa / grid / web / Hub . java <nl> ppp b / java / server / src / org / openqa / grid / web / Hub . java <nl> private void initServer ( ) { <nl> server = new Server ( ) ; <nl> SocketConnector socketListener = new SocketConnector ( ) ; <nl> socketListener . setMaxIdleTime ( 60000 ) ; <nl> + socketListener . setLowResourcesMaxIdleTime ( 6000 ) ; <nl> + <nl> if ( isHostRestricted ) { <nl> socketListener . setHost ( host ) ; <nl> },Set LowResourcesMaxIdleTime in Grid to avoid timeout of \' forever \' .,1
"mmm a / runners / reference / job - server / build . gradle <nl> ppp b / runners / reference / job - server / build . gradle <nl> dependencies { <nl> compile library . java . args4j <nl> runtime library . java . grpc_netty <nl> testCompile library . java . junit <nl> + testCompile project ( "" : beam - sdks - parent : beam - sdks - java - parent : beam - sdks - java - core "" ) <nl> } <nl> <nl> task packageTests ( type : Jar ) {",Add test dependecy on beam - sdks - java - core to beam - runners - reference - job - orchestrator,0
"mmm a / src / main / org / codehaus / groovy / tools / MultiException . java <nl> ppp b / src / main / org / codehaus / groovy / tools / MultiException . java <nl> public class MultiException <nl> buffer . append ( "" , "" ) ; <nl> } <nl> } <nl> - <nl> + <nl> return buffer . toString ( ) ; <nl> } <nl> + <nl> + public Exception [ ] getErrors ( ) { <nl> + return errors ; <nl> + } <nl> }",added acces to nested exceptions .,0
mmm a / gdx / src / com / badlogic / gdx / graphics / g2d / PolygonSprite . java <nl> ppp b / gdx / src / com / badlogic / gdx / graphics / g2d / PolygonSprite . java <nl> public class PolygonSprite { <nl> <nl> dirty = true ; <nl> } <nl> + <nl> + public PolygonRegion getRegion ( ) { <nl> + return region ; <nl> + } <nl> },add getRegion to PolygonSprite,0
mmm a / core / src / main / java / hudson / util / Scrambler . java <nl> ppp b / core / src / main / java / hudson / util / Scrambler . java <nl> import java . util . logging . Logger ; <nl> * Use { @ link Secret } instead . <nl> * <nl> * @ author Kohsuke Kawaguchi <nl> - * @ see Protector <nl> * / <nl> public class Scrambler { <nl> private static final Logger LOGGER = Logger . getLogger ( Scrambler . class . getName ( ) ) ;,"Remove reference to Protector from Scrambler , entirely unrelated",0
"mmm a / src / test / java / com / google / devtools / build / lib / skylark / BUILD <nl> ppp b / src / test / java / com / google / devtools / build / lib / skylark / BUILD <nl> java_library ( <nl> <nl> java_test ( <nl> name = "" SkylarkTests "" , <nl> + timeout = "" long "" , <nl> srcs = glob ( [ <nl> "" * . java "" , <nl> ] ) ,","Increase the timeout for Bazel SkylarkTests to \"" long \"" .",0
